rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
3937	CCL8	chemokine (C-C motif) ligand 8	308	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3938	CCM2	cerebral cavernous malformation 2	1468	988	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3939	CCNA1	cyclin A1	1430	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3940	CCNA2	cyclin A2	1327	675	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3941	CCNB1	cyclin B1	1334	462	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3942	CCNB1IP1	cyclin B1 interacting protein 1	846	927	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3943	CCNB2	cyclin B2	1229	146	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3944	CCNB3	cyclin B3	4232	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3945	CCNC	cyclin C	896	380	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3946	CCND1	cyclin D1	904	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3947	CCND2	cyclin D2	886	500	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3948	CCND3	cyclin D3	895	273	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3949	CCNDBP1	cyclin D-type binding-protein 1	1125	694	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3950	CCNE1	cyclin E1	1279	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3951	CCNE2	cyclin E2	1259	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3952	CCNF	cyclin F	2427	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3953	CCNG1	cyclin G1	910	269	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3954	CCNH	cyclin H	1004	166	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3955	CCNI	cyclin I	1158	114	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3956	CCNI2	cyclin I family, member 2	1134	704	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3957	CCNJ	cyclin J	1172	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3958	CCNJL	cyclin J-like	1332	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3959	CCNK	cyclin K	1783	289	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3960	CCNL1	cyclin L1	1621	958	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3961	CCNL2	cyclin L2	1629	345	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3962	CCNO	cyclin O	1061	391	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3963	CCNT1	cyclin T1	2215	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3964	CCNT2	cyclin T2	2227	245	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3965	CCNY	cyclin Y	1062	296	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3966	CCNYL1	cyclin Y-like 1	1116	459	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3967	CCPG1	cell cycle progression 1	2302	163	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3968	CCR1	chemokine (C-C motif) receptor 1	1072	353	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3969	CCR10	chemokine (C-C motif) receptor 10	1095	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3970	CCR2	chemokine (C-C motif) receptor 2	1273	810	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3971	CCR3	chemokine (C-C motif) receptor 3	1139	407	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3972	CCR4	chemokine (C-C motif) receptor 4	1087	661	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3973	CCR5	chemokine (C-C motif) receptor 5	1063	541	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3974	CCR6	chemokine (C-C motif) receptor 6	1133	618	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3975	CCR7	chemokine (C-C motif) receptor 7	1147	602	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3976	CCR8	chemokine (C-C motif) receptor 8	1072	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3977	CCR9	chemokine (C-C motif) receptor 9	1118	91	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3978	CCRL1	chemokine (C-C motif) receptor-like 1	1057	403	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3979	CCRL2	chemokine (C-C motif) receptor-like 2	1075	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3980	CCRN4L	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	1304	593	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3981	CCS	copper chaperone for superoxide dismutase	855	887	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3982	CCT2	chaperonin containing TCP1, subunit 2 (beta)	1670	176	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3983	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	1690	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3984	CCT4	chaperonin containing TCP1, subunit 4 (delta)	1672	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3985	CCT5	chaperonin containing TCP1, subunit 5 (epsilon)	1666	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3986	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)	1648	141	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3987	CCT6B	chaperonin containing TCP1, subunit 6B (zeta 2)	1647	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3988	CCT7	chaperonin containing TCP1, subunit 7 (eta)	1676	585	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3989	CCT8	chaperonin containing TCP1, subunit 8 (theta)	1705	381	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3990	CCT8L2	chaperonin containing TCP1, subunit 8 (theta)-like 2	1674	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3991	CD101	CD101 molecule	3104	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3992	CD14	CD14 molecule	1132	288	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3993	CD151	CD151 molecule (Raph blood group)	790	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3994	CD160	CD160 molecule	562	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3995	CD163	CD163 molecule	3535	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3996	CD163L1	CD163 molecule-like 1	4440	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3997	CD164	CD164 molecule, sialomucin	663	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3998	CD164L2	CD164 sialomucin-like 2	540	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
3999	CD177	CD177 molecule	1348	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4000	CD180	CD180 molecule	1994	163	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4001	CD19	CD19 molecule	1732	811	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4002	CD1A	CD1a molecule	1004	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4003	CD1B	CD1b molecule	1022	15	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4004	CD1C	CD1c molecule	1022	445	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4005	CD1D	CD1d molecule	1028	643	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4006	CD1E	CD1e molecule	1187	345	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4007	CD2	CD2 molecule	1074	214	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4008	CD200	CD200 molecule	909	941	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4009	CD200R1	CD200 receptor 1	1120	309	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4010	CD200R1L	CD200 receptor 1-like	836	634	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4011	CD207	CD207 molecule, langerin	1009	505	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4012	CD209	CD209 molecule	1241	194	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4013	CD22	CD22 molecule	2596	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4014	CD226	CD226 molecule	1035	171	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4015	CD244	CD244 molecule, natural killer cell receptor 2B4	1145	735	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4016	CD247	CD247 molecule	523	301	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4017	CD248	CD248 molecule, endosialin	2276	118	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4018	CD27	CD27 molecule	803	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4019	CD274	CD274 molecule	897	496	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4020	CD276	CD276 molecule	1641	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4021	CD28	CD28 molecule	675	839	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4022	CD2AP	CD2-associated protein	1988	463	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4023	CD2BP2	CD2 (cytoplasmic tail) binding protein 2	1050	353	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4024	CD300A	CD300a molecule	924	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4025	CD300C	CD300c molecule	687	539	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4026	CD300E	CD300e molecule	634	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4027	CD300LB	CD300 molecule-like family member b	731	539	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4028	CD300LD	CD300 molecule-like family member d	801	242	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4029	CD300LF	CD300 molecule-like family member f	898	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4030	CD300LG	CD300 molecule-like family member g	1142	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4031	CD302	CD302 molecule	721	208	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4032	CD33	CD33 molecule	1132	351	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4033	CD34	CD34 molecule	1203	227	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4034	CD36	CD36 molecule (thrombospondin receptor)	1469	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4035	CD37	CD37 molecule	874	296	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4036	CD38	CD38 molecule	931	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4037	CD3D	CD3d molecule, delta (CD3-TCR complex)	534	108	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4038	CD3E	CD3e molecule, epsilon (CD3-TCR complex)	656	94	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4039	CD3EAP	CD3e molecule, epsilon associated protein	1543	157	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4040	CD3G	CD3g molecule, gamma (CD3-TCR complex)	575	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4041	CD4	CD4 molecule	1413	765	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4042	CD40	CD40 molecule, TNF receptor superfamily member 5	868	192	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4043	CD40LG	CD40 ligand (TNF superfamily, member 5, hyper-IgM syndrome)	804	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4044	CD44	CD44 molecule (Indian blood group)	2297	361	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4045	CD46	CD46 molecule, complement regulatory protein	1310	310	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4046	CD47	CD47 molecule	1016	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4047	CD48	CD48 molecule	746	261	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4048	CD5	CD5 molecule	1529	364	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4049	CD52	CD52 molecule	192	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4050	CD53	CD53 molecule	688	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4051	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	1363	551	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4052	CD58	CD58 molecule	775	464	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4053	CD59	CD59 molecule, complement regulatory protein	399	193	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4054	CD5L	CD5 molecule-like	1064	189	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4055	CD6	CD6 molecule	2055	99	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4056	CD63	CD63 molecule	745	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4057	CD68	CD68 molecule	1085	448	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4058	CD69	CD69 molecule	618	211	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4059	CD7	CD7 molecule	735	166	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4060	CD72	CD72 molecule	1112	860	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4061	CD79A	CD79a molecule, immunoglobulin-associated alpha	697	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4062	CD79B	CD79b molecule, immunoglobulin-associated beta	715	238	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4063	CD80	CD80 molecule	887	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4064	CD81	CD81 molecule	739	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4065	CD82	CD82 molecule	836	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4066	CD83	CD83 molecule	634	404	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4067	CD84	CD84 molecule	1068	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4068	CD86	CD86 molecule	1014	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4069	CD8A	CD8a molecule	728	429	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4070	CD8B	CD8b molecule	931	430	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4071	CD9	CD9 molecule	715	106	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4072	CD93	CD93 molecule	1963	519	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4073	CD96	CD96 molecule	1814	87	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4074	CD97	CD97 molecule	2584	110	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4075	CD99	CD99 molecule	594	164	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4076	CD99L2	CD99 molecule-like 2	829	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4077	CDA	cytidine deaminase	453	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4078	CDADC1	cytidine and dCMP deaminase domain containing 1	1581	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4079	CDAN1	congenital dyserythropoietic anemia, type I	3792	131	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4080	CDC123	cell division cycle 123 homolog (S. cerevisiae)	1060	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4081	CDC14A	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	1975	267	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4082	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	1600	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4083	CDC16	cell division cycle 16 homolog (S. cerevisiae)	1935	290	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4084	CDC20	cell division cycle 20 homolog (S. cerevisiae)	1542	529	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4085	CDC20B	cell division cycle 20 homolog B (S. cerevisiae)	1604	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4086	CDC23	cell division cycle 23 homolog (S. cerevisiae)	1856	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4087	CDC25A	cell division cycle 25 homolog A (S. pombe)	1631	941	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4088	CDC25B	cell division cycle 25 homolog B (S. pombe)	1803	83	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4089	CDC25C	cell division cycle 25 homolog C (S. pombe)	1474	353	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4090	CDC26	cell division cycle 26 homolog (S. cerevisiae)	266	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4091	CDC27	cell division cycle 27 homolog (S. cerevisiae)	2565	189	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4092	CDC34	cell division cycle 34 homolog (S. cerevisiae)	727	249	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4093	CDC37	cell division cycle 37 homolog (S. cerevisiae)	1165	811	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4094	CDC37L1	cell division cycle 37 homolog (S. cerevisiae)-like 1	1038	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4095	CDC40	cell division cycle 40 homolog (S. cerevisiae)	1798	113	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4096	CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)	5300	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4097	CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)	5280	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4098	CDC42BPG	CDC42 binding protein kinase gamma (DMPK-like)	4800	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4099	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	1180	416	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4100	CDC42EP2	CDC42 effector protein (Rho GTPase binding) 2	633	817	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4101	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3	765	150	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4102	CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4	1071	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4103	CDC42SE1	CDC42 small effector 1	252	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4104	CDC42SE2	CDC42 small effector 2	267	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4105	CDC45	cell division cycle 45 homolog (S. cerevisiae)	1876	149	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4106	CDC5L	CDC5 cell division cycle 5-like (S. pombe)	2469	125	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4107	CDC6	cell division cycle 6 homolog (S. cerevisiae)	1727	165	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4108	CDC7	cell division cycle 7 homolog (S. cerevisiae)	1773	883	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4109	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	1660	331	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4110	CDCA2	cell division cycle associated 2	3126	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4111	CDCA3	cell division cycle associated 3	827	891	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4112	CDCA4	cell division cycle associated 4	734	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4113	CDCA5	cell division cycle associated 5	779	263	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4114	CDCA7	cell division cycle associated 7	1389	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4115	CDCA7L	cell division cycle associated 7-like	1401	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4116	CDCA8	cell division cycle associated 8	883	555	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4117	CDCP1	CUB domain containing protein 1	2549	148	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4118	CDCP2	CUB domain containing protein 2	1362	115	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4119	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	2709	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4120	CDH10	cadherin 10, type 2 (T2-cadherin)	2407	480	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4121	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	2431	426	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4122	CDH12	cadherin 12, type 2 (N-cadherin 2)	2425	211	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4123	CDH13	cadherin 13, H-cadherin (heart)	2194	414	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4124	CDH15	cadherin 15, M-cadherin (myotubule)	2499	276	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4125	CDH17	cadherin 17, LI cadherin (liver-intestine)	2567	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4126	CDH18	cadherin 18, type 2	2413	300	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4127	CDH19	cadherin 19, type 2	2359	339	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4128	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	2781	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4129	CDH20	cadherin 20, type 2	2448	480	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4130	CDH22	cadherin-like 22	2527	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4131	CDH23	cadherin-like 23	10753	67	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4132	CDH26	cadherin-like 26	2587	118	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4133	CDH3	cadherin 3, type 1, P-cadherin (placental)	2550	224	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4134	CDH5	cadherin 5, type 2, VE-cadherin (vascular epithelium)	2399	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4135	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)	2413	403	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4136	CDH7	cadherin 7, type 2	2400	244	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4137	CDH8	cadherin 8, type 2	2440	230	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4138	CDH9	cadherin 9, type 2 (T1-cadherin)	2414	226	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4139	CDHR1	cadherin-related family member 1	2844	372	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4140	CDHR3	cadherin-related family member 3	2730	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4141	CDHR4	cadherin-related family member 4	2443	150	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4142	CDHR5	cadherin-related family member 5	2594	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4143	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	662	326	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4144	CDK1	cyclin-dependent kinase 1	932	385	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4145	CDK10	cyclin-dependent kinase 10	1182	875	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4146	CDK11A	cyclin-dependent kinase 11A	2451	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4147	CDK11B	cyclin-dependent kinase 11B	2464	34	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4148	CDK12	cyclin-dependent kinase 12	4525	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4149	CDK13	cyclin-dependent kinase 13	4591	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4150	CDK14	cyclin-dependent kinase 14	1408	428	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4151	CDK15	cyclin-dependent kinase 15	1207	212	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4152	CDK16	cyclin-dependent kinase 16	1791	361	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4153	CDK17	cyclin-dependent kinase 17	1672	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4154	CDK18	cyclin-dependent kinase 18	1575	460	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4155	CDK19	cyclin-dependent kinase 19	1559	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4156	CDK2	cyclin-dependent kinase 2	921	472	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4157	CDK20	cyclin-dependent kinase 20	1108	370	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4158	CDK2AP1	CDK2-associated protein 1	360	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4159	CDK2AP2	CDK2-associated protein 2	393	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4160	CDK3	cyclin-dependent kinase 3	946	338	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4161	CDK4	cyclin-dependent kinase 4	940	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4162	CDK5	cyclin-dependent kinase 5	923	416	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4163	CDK5R1	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	924	737	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4164	CDK5R2	cyclin-dependent kinase 5, regulatory subunit 2 (p39)	1104	465	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4165	CDK5RAP1	CDK5 regulatory subunit associated protein 1	1816	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4166	CDK5RAP2	CDK5 regulatory subunit associated protein 2	5830	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4167	CDK5RAP3	CDK5 regulatory subunit associated protein 3	1575	569	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4168	CDK6	cyclin-dependent kinase 6	1005	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
4169	CDK7	cyclin-dependent kinase 7	1085	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
